"SalesDate"|"StoreName"|"ProductName"|"SalesUnits"|"SalesRevenue"
20221205|Store1|Samsung Galaxy Tab S|1|1124.1020
20221218|Store1|Samsung Galaxy Tab S|2|2248.2040
20221226|Store7|Samsung Galaxy Tab S|1|1934.1045
20221223|Store4|Samsung Galaxy Tab S|1|1934.1045
20221201|Store3|Samsung Galaxy Tab S|1|1934.1045
20221222|Store3|Samsung Galaxy Tab S|1|1934.1045
20221224|Store2|Apple MacBook Pro|1|3868.6000
20221226|Store2|Apple MacBook Pro|1|3868.6000
20221227|Store2|Apple MacBook Pro|1|3868.6000
20221219|Store5|Apple MacBook Pro|1|3868.6000
20221211|Store4|Apple MacBook Pro|1|3868.6000
20221227|Store3|Apple MacBook Pro|2|7737.2000
20221217|Store1|Apple MacBook Pro|1|3868.6000
20221226|Store1|Apple MacBook Pro|1|3868.6000
20221226|Store1|Apple MacBook Pro|1|4183.7000
20221203|Store5|Apple iPad 9|3|1760.6920
20221204|Store5|Apple iPad 9|5|2934.4867
20221205|Store5|Apple iPad 9|2|1173.7947
20221206|Store5|Apple iPad 9|2|1173.7947
20221207|Store5|Apple iPad 9|2|1173.7946
20221208|Store5|Apple iPad 9|4|2347.5893
20221209|Store5|Apple iPad 9|3|1760.9914
20221210|Store5|Apple iPad 9|1|587.1968
20221211|Store5|Apple iPad 9|3|1761.5904
20221212|Store5|Apple iPad 9|1|587.1968
20221214|Store5|Apple iPad 9|1|587.7525
20221215|Store5|Apple iPad 9|5|2938.7623
20221216|Store5|Apple iPad 9|2|1175.5050
20221217|Store5|Apple iPad 9|1|587.7525
20221218|Store5|Apple iPad 9|3|1763.2574
20221219|Store5|Apple iPad 9|1|587.7525
20221220|Store5|Apple iPad 9|8|4702.0198
20221221|Store5|Apple iPad 9|4|2351.0099
20221222|Store5|Apple iPad 9|4|2351.0099
20221223|Store5|Apple iPad 9|4|2351.0099
20221224|Store5|Apple iPad 9|8|4702.0197
20221226|Store5|Apple iPad 9|1|587.7525
20221227|Store5|Apple iPad 9|2|1175.5049
20221203|Store6|Apple iPad 9|0|0.0000
20221204|Store6|Apple iPad 9|2|1173.7946
20221205|Store6|Apple iPad 9|1|586.8973
20221206|Store6|Apple iPad 9|4|2347.5894
20221207|Store6|Apple iPad 9|1|586.8973
20221208|Store6|Apple iPad 9|7|4108.2812
20221209|Store6|Apple iPad 9|4|2348.1882
20221210|Store6|Apple iPad 9|4|2348.7872
20221211|Store6|Apple iPad 9|7|4110.3775
20221212|Store6|Apple iPad 9|5|2935.9840
20221213|Store6|Apple iPad 9|5|2938.7624
20221214|Store6|Apple iPad 9|2|1175.5050
20221215|Store6|Apple iPad 9|4|2351.0099
20221217|Store6|Apple iPad 9|5|2938.7623
20221218|Store6|Apple iPad 9|6|3526.5148
20221219|Store6|Apple iPad 9|3|1763.2574
20221220|Store6|Apple iPad 9|5|2938.7623
20221221|Store6|Apple iPad 9|3|1763.2574
20221222|Store6|Apple iPad 9|6|3526.5148
20221223|Store6|Apple iPad 9|4|2351.0099
20221224|Store6|Apple iPad 9|4|2351.0099
20221227|Store6|Apple iPad 9|4|2351.0099
20221201|Store1|Apple iPad 9|3|1757.9875
20221203|Store1|Apple iPad 9|4|2347.5894
20221204|Store1|Apple iPad 9|2|1173.7947
20221205|Store1|Apple iPad 9|5|2934.4867
20221206|Store1|Apple iPad 9|6|3521.3840
20221207|Store1|Apple iPad 9|2|1173.7946
20221208|Store1|Apple iPad 9|9|5282.0759
20221209|Store1|Apple iPad 9|10|5871.0695
20221210|Store1|Apple iPad 9|3|1761.5904
20221211|Store1|Apple iPad 9|13|7633.5582
20221212|Store1|Apple iPad 9|8|4698.6856
20221213|Store1|Apple iPad 9|9|5289.7722
20221214|Store1|Apple iPad 9|5|2938.7624
20221215|Store1|Apple iPad 9|1|587.7525
20221216|Store1|Apple iPad 9|4|2351.0099
20221217|Store1|Apple iPad 9|2|1175.5049
20221218|Store1|Apple iPad 9|2|1175.5050
20221219|Store1|Apple iPad 9|5|2938.7624
20221220|Store1|Apple iPad 9|3|1763.2574
20221221|Store1|Apple iPad 9|8|4702.0197
20221222|Store1|Apple iPad 9|7|4114.2673
20221223|Store1|Apple iPad 9|4|2351.0099
20221224|Store1|Apple iPad 9|6|3526.5148
20221226|Store1|Apple iPad 9|3|1763.2574
20221227|Store1|Apple iPad 9|2|1175.5050
20221206|Store2|Apple iPad 9|1|591.2134
20221217|Store2|Apple iPad 9|1|591.2134
20221220|Store2|Apple iPad 9|1|591.2134
20221221|Store2|Apple iPad 9|2|1182.4268
20221222|Store2|Apple iPad 9|2|1182.4268
20221223|Store2|Apple iPad 9|1|591.2134
20221227|Store2|Apple iPad 9|1|591.2134
20221228|Store7|Apple iPad 9|1|591.2100
20221216|Store7|Apple MacBook Pro|1|3868.6000
20221217|Store7|Apple MacBook Pro|1|3868.6000
20221219|Store5|Apple MacBook Pro|1|4183.7000
20221223|Store3|Apple MacBook Pro|1|4183.7000
20221226|Store6|Apple MacBook Pro|1|4183.7000
20221222|Store1|Apple MacBook Pro|1|4183.7000
20221223|Store2|Apple MacBook Pro|1|4183.7000
20221221|Store5|Apple MacBook Pro|1|4183.7000
20221209|Store4|Apple MacBook Pro|1|4183.7000
20221214|Store4|Apple MacBook Pro|1|4183.7000
20221201|Store7|Apple iPad 9|1|585.9958
20221202|Store7|Apple iPad 9|4|2345.4230
20221203|Store7|Apple iPad 9|1|586.8973
20221204|Store7|Apple iPad 9|3|1760.6920
20221205|Store7|Apple iPad 9|4|2347.5893
20221206|Store7|Apple iPad 9|3|1760.6920
20221207|Store7|Apple iPad 9|3|1760.6920
20221208|Store7|Apple iPad 9|2|1173.7947
20221209|Store7|Apple iPad 9|5|2935.3850
20221210|Store7|Apple iPad 9|4|2348.7871
20221211|Store7|Apple iPad 9|18|10569.5421
20221212|Store7|Apple iPad 9|4|2351.0099
20221213|Store7|Apple iPad 9|3|1763.2574
20221214|Store7|Apple iPad 9|2|1175.5049
20221215|Store7|Apple iPad 9|5|2938.7623
20221216|Store7|Apple iPad 9|5|2938.7624
20221217|Store7|Apple iPad 9|6|3526.5148
20221218|Store7|Apple iPad 9|1|587.7525
20221219|Store7|Apple iPad 9|4|2351.0099
20221220|Store7|Apple iPad 9|2|1175.5049
20221221|Store7|Apple iPad 9|4|2351.0099
20221222|Store7|Apple iPad 9|5|2938.7624
20221223|Store7|Apple iPad 9|5|2938.7624
20221224|Store7|Apple iPad 9|5|2938.7623
20221226|Store7|Apple iPad 9|1|587.7525
20221231|Store2|Apple iPad 9|2|1175.5000
20221231|Store2|Apple MacBook Pro|3|9177.0000
20221231|Store2|Apple MacBook Pro|1|2383.9500
20221231|Store2|Apple MacBook Air|1|2428.8000
20221231|Store2|Apple MacBook Air|1|1934.3000
20221231|Store5|Samsung Galaxy Tab S|1|809.1100
20221231|Store5|Apple MacBook Air|2|3868.6000
20221231|Store4|Apple iPad 9|1|587.7500
20221231|Store4|Apple MacBook Pro|2|4767.9000
20221231|Store4|Apple MacBook Pro|0|0.0000
20221231|Store4|Apple MacBook Air|3|5802.9000
20221231|Store4|Apple MacBook Pro|1|3868.6000
20221231|Store3|Apple MacBook Pro|1|3059.0000
20221231|Store3|Apple MacBook Pro|2|4137.5900
20221231|Store6|Apple MacBook Pro|1|3059.0000
20221231|Store6|Apple MacBook Pro|1|2383.9500
20221231|Store6|Apple MacBook Air|1|2428.8000
20221231|Store6|Apple MacBook Air|2|3868.6000
20221231|Store1|Apple MacBook Air|1|1574.3500
20221231|Store1|Apple MacBook Air|1|2428.8000
20221202|Store2|Apple iPad 9|1|586.5340
20221204|Store2|Apple iPad 9|3|1760.6920
20221205|Store2|Apple iPad 9|7|4108.2813
20221206|Store2|Apple iPad 9|3|1760.6920
20221207|Store2|Apple iPad 9|3|1760.6920
20221208|Store2|Apple iPad 9|7|4108.2813
20221209|Store2|Apple iPad 9|7|4110.3775
20221210|Store2|Apple iPad 9|7|4110.3775
20221211|Store2|Apple iPad 9|7|4110.3775
20221212|Store2|Apple iPad 9|13|7640.2264
20221213|Store2|Apple iPad 9|3|1763.2574
20221214|Store2|Apple iPad 9|1|587.7525
20221215|Store2|Apple iPad 9|5|2938.7624
20221216|Store2|Apple iPad 9|3|1763.2574
20221217|Store2|Apple iPad 9|5|2938.7623
20221218|Store2|Apple iPad 9|5|2938.7624
20221219|Store2|Apple iPad 9|4|2351.0099
20221221|Store2|Apple iPad 9|1|587.7525
20221222|Store2|Apple iPad 9|8|4702.0197
20221223|Store2|Apple iPad 9|5|2938.7623
20221224|Store2|Apple iPad 9|4|2351.0099
20221226|Store2|Apple iPad 9|3|1763.2574
20221227|Store2|Apple iPad 9|2|1175.5049
20221214|Store3|Apple iPad 9|1|591.2134
20221215|Store3|Apple iPad 9|2|1182.4268
20221217|Store3|Apple iPad 9|2|1182.4268
20221218|Store3|Apple iPad 9|1|591.2134
20221219|Store3|Apple iPad 9|3|1773.6402
20221220|Store3|Apple iPad 9|2|1182.4268
20221221|Store3|Apple iPad 9|3|1773.6402
20221222|Store3|Apple iPad 9|1|591.2134
20221223|Store3|Apple iPad 9|-1|-591.2134
20221224|Store3|Apple iPad 9|1|591.2134
20221212|Store6|Apple iPad 9|1|591.2134
20221214|Store6|Apple iPad 9|1|591.2134
20221217|Store6|Apple iPad 9|1|591.2134
20221220|Store6|Apple iPad 9|1|591.2134
20221222|Store6|Apple iPad 9|3|1773.6402
20221227|Store6|Apple iPad 9|1|591.2134
20221206|Store7|Apple iPad 9|1|797.8226
20221209|Store7|Apple iPad 9|4|3185.8367
20221217|Store7|Apple iPad 9|1|796.4592
20221222|Store7|Apple iPad 9|1|796.4592
20221226|Store7|Apple iPad 9|2|1592.9184
20221204|Store7|Samsung Galaxy Tab S|1|809.1055
20221226|Store7|Samsung Galaxy Tab S|3|2427.3165
20221226|Store2|Samsung Galaxy Tab S|1|809.1055
20221221|Store6|Samsung Galaxy Tab S|1|809.1055
20221227|Store6|Samsung Galaxy Tab S|1|809.1055
20221218|Store1|Samsung Galaxy Tab S|1|809.1055
20221223|Store1|Samsung Galaxy Tab S|1|809.1055
20221226|Store1|Samsung Galaxy Tab S|3|2427.3165
20221220|Store7|Samsung Galaxy Tab S|1|809.1055
20221227|Store7|Samsung Galaxy Tab S|1|809.1055
20221203|Store2|Apple iPad 9|1|797.8226
20221217|Store2|Apple iPad 9|1|796.4592
20221218|Store2|Apple iPad 9|1|796.4592
20221219|Store2|Apple iPad 9|1|796.4592
20221223|Store2|Apple iPad 9|1|796.4592
20221226|Store2|Apple iPad 9|2|1592.9184
20221209|Store5|Apple iPad 9|1|796.4592
20221215|Store5|Apple iPad 9|2|1592.9184
20221218|Store5|Apple iPad 9|1|796.4592
20221220|Store5|Apple iPad 9|1|796.4592
20221221|Store5|Apple iPad 9|1|796.4592
20221223|Store5|Apple iPad 9|1|796.4592
20221205|Store4|Apple iPad 9|1|797.8226
20221206|Store4|Apple iPad 9|1|797.8226
20221219|Store4|Apple iPad 9|1|796.4592
20221222|Store4|Apple iPad 9|1|796.4592
20221223|Store4|Apple iPad 9|1|796.4592
20221202|Store1|Apple iPad 9|1|797.8226
20221205|Store1|Apple iPad 9|1|797.8226
20221219|Store1|Apple iPad 9|1|796.4592
20221220|Store1|Apple iPad 9|1|796.4592
20221224|Store1|Apple iPad 9|1|796.4592
20221227|Store1|Apple iPad 9|1|796.4592
20221217|Store1|Apple iPad 9|1|784.0701
20221220|Store1|Apple iPad 9|1|784.0701
20221201|Store4|Apple iPad 9|1|585.9958
20221203|Store4|Apple iPad 9|4|2347.5893
20221204|Store4|Apple iPad 9|5|2934.4866
20221206|Store4|Apple iPad 9|4|2347.5893
20221207|Store4|Apple iPad 9|4|2347.5894
20221208|Store4|Apple iPad 9|1|586.8973
20221209|Store4|Apple iPad 9|6|3523.1807
20221210|Store4|Apple iPad 9|7|4110.3775
20221211|Store4|Apple iPad 9|9|5284.7711
20221212|Store4|Apple iPad 9|9|5286.4381
20221213|Store4|Apple iPad 9|3|1763.2574
20221214|Store4|Apple iPad 9|4|2351.0099
20221215|Store4|Apple iPad 9|6|3526.5148
20221216|Store4|Apple iPad 9|1|587.7525
20221217|Store4|Apple iPad 9|2|1175.5050
20221218|Store4|Apple iPad 9|8|4702.0197
20221219|Store4|Apple iPad 9|2|1175.5049
20221220|Store4|Apple iPad 9|1|587.7525
20221221|Store4|Apple iPad 9|3|1763.2574
20221222|Store4|Apple iPad 9|6|3526.5148
20221223|Store4|Apple iPad 9|2|1175.5050
20221224|Store4|Apple iPad 9|10|5877.5247
20221226|Store4|Apple iPad 9|1|587.7525
20221202|Store3|Apple iPad 9|2|1172.2893
20221203|Store3|Apple iPad 9|2|1173.7947
20221204|Store3|Apple iPad 9|2|1173.7947
20221205|Store3|Apple iPad 9|1|586.8973
20221206|Store3|Apple iPad 9|5|2934.4867
20221207|Store3|Apple iPad 9|8|4695.1786
20221208|Store3|Apple iPad 9|9|5282.0759
20221209|Store3|Apple iPad 9|4|2348.4877
20221210|Store3|Apple iPad 9|5|2935.9839
20221211|Store3|Apple iPad 9|6|3523.1807
20221212|Store3|Apple iPad 9|4|2349.8985
20221213|Store3|Apple iPad 9|1|587.7525
20221214|Store3|Apple iPad 9|4|2351.0099
20221215|Store3|Apple iPad 9|5|2938.7623
20221216|Store3|Apple iPad 9|6|3526.5148
20221217|Store3|Apple iPad 9|8|4702.0198
20221218|Store3|Apple iPad 9|2|1175.5049
20221219|Store3|Apple iPad 9|1|587.7525
20221220|Store3|Apple iPad 9|1|587.7525
20221221|Store3|Apple iPad 9|13|7640.7821
20221222|Store3|Apple iPad 9|8|4702.0198
20221223|Store3|Apple iPad 9|10|5877.5247
20221224|Store3|Apple iPad 9|7|4114.2673
20221226|Store3|Apple iPad 9|-1|-587.7525
20221205|Store7|Apple iPad 9|1|591.2134
20221208|Store7|Apple iPad 9|1|591.2134
20221209|Store7|Apple iPad 9|1|591.2134
20221213|Store7|Apple iPad 9|1|591.2134
20221215|Store7|Apple iPad 9|3|1773.6402
20221217|Store7|Apple iPad 9|2|1182.4268
20221218|Store7|Apple iPad 9|3|1773.6402
20221219|Store7|Apple iPad 9|1|591.2134
20221220|Store7|Apple iPad 9|1|591.2134
20221221|Store7|Apple iPad 9|1|591.2134
20221222|Store7|Apple iPad 9|1|591.2134
20221223|Store7|Apple iPad 9|4|2364.8536
20221226|Store7|Apple iPad 9|3|1773.6402
20221201|Store5|Apple iPad 9|1|591.2134
20221214|Store5|Apple iPad 9|1|591.2134
20221215|Store5|Apple iPad 9|2|1182.4268
20221216|Store5|Apple iPad 9|1|591.2134
20221217|Store5|Apple iPad 9|2|1182.4268
20221218|Store5|Apple iPad 9|1|591.2134
20221219|Store5|Apple iPad 9|1|591.2134
20221220|Store5|Apple iPad 9|1|591.2134
20221222|Store5|Apple iPad 9|2|1182.4268
20221226|Store5|Apple iPad 9|1|591.2134
20221218|Store4|Apple iPad 9|2|1182.4268
20221221|Store4|Apple iPad 9|1|591.2134
20221222|Store4|Apple iPad 9|1|591.2134
20221204|Store1|Apple iPad 9|1|591.2134
20221209|Store1|Apple iPad 9|1|591.2134
20221213|Store1|Apple iPad 9|1|591.2134
20221215|Store1|Apple iPad 9|1|591.2134
20221216|Store1|Apple iPad 9|1|591.2134
20221218|Store1|Apple iPad 9|1|591.2134
20221219|Store1|Apple iPad 9|2|1182.4268
20221221|Store1|Apple iPad 9|3|1773.6402
20221222|Store1|Apple iPad 9|1|591.2134
20221223|Store1|Apple iPad 9|1|591.2134
20221202|Store3|Apple iPad 9|1|797.8226
20221217|Store3|Apple iPad 9|3|2389.3775
20221218|Store3|Apple iPad 9|2|1592.9184
20221221|Store3|Apple iPad 9|2|1592.9184
20221224|Store3|Apple iPad 9|1|796.4592
20221201|Store6|Apple iPad 9|1|797.8226
20221215|Store6|Apple iPad 9|3|2389.3776
20221219|Store6|Apple iPad 9|1|796.4592
20221221|Store6|Apple iPad 9|1|796.4592
20221226|Store6|Apple iPad 9|1|796.4592
20221213|Store2|Apple MacBook Pro|1|3059.0000
20221217|Store2|Apple MacBook Pro|1|3059.0000
20221223|Store2|Apple MacBook Pro|1|3059.0000
20221226|Store2|Apple MacBook Pro|1|3059.0000
20221219|Store5|Apple MacBook Pro|1|3059.0000
20221226|Store5|Apple MacBook Pro|1|3059.0000
20221215|Store6|Apple MacBook Pro|1|3059.0000
20221226|Store6|Apple MacBook Pro|1|3059.0000
20221212|Store1|Apple MacBook Pro|1|3059.0000
20221214|Store1|Apple MacBook Pro|2|6118.0000
20221217|Store1|Apple MacBook Pro|1|3059.0000
20221218|Store1|Apple MacBook Pro|1|3059.0000
20221219|Store1|Apple MacBook Pro|4|12236.0000
20221220|Store1|Apple MacBook Pro|2|6118.0000
20221223|Store1|Apple MacBook Pro|1|3059.0000
20221227|Store1|Apple MacBook Pro|2|6118.0000
20221210|Store1|Apple MacBook Pro|1|3059.0000
20221213|Store1|Apple MacBook Pro|1|3059.0000
20221214|Store1|Apple MacBook Pro|1|3059.0000
20221210|Store7|Apple MacBook Air|1|1934.3000
20221212|Store7|Apple MacBook Air|1|1934.3000
20221221|Store7|Apple MacBook Air|1|1934.3000
20221222|Store7|Apple MacBook Air|1|1934.3000
20221226|Store7|Apple MacBook Air|1|1934.3000
20221208|Store2|Apple MacBook Air|1|1934.3000
20221216|Store2|Apple MacBook Air|1|1934.3000
20221220|Store2|Apple MacBook Air|1|1934.3000
20221226|Store2|Apple MacBook Air|4|7737.2000
20221227|Store2|Apple MacBook Air|2|3868.6000
20221202|Store1|Apple MacBook Air|1|1934.3000
20221210|Store1|Apple MacBook Air|1|1934.3000
20221212|Store1|Apple MacBook Air|1|1934.3000
20221215|Store1|Apple MacBook Air|2|3868.6000
20221217|Store1|Apple MacBook Air|2|3868.6000
20221218|Store1|Apple MacBook Air|2|3868.6000
20221220|Store1|Apple MacBook Air|1|1934.3000
20221221|Store1|Apple MacBook Air|1|1934.3000
20221223|Store1|Apple MacBook Air|1|1934.3000
20221224|Store1|Apple MacBook Air|2|3868.6000
20221226|Store1|Apple MacBook Air|5|9671.5000
20221227|Store1|Apple MacBook Air|4|7737.2000
20221221|Store7|Apple MacBook Air|1|2428.8000
20221222|Store7|Apple MacBook Air|-1|-2428.8000
20221226|Store7|Apple MacBook Air|1|2428.8000
20221201|Store5|Apple MacBook Air|1|2428.8000
20221226|Store5|Apple MacBook Air|2|4857.6000
20221227|Store5|Apple MacBook Air|2|4857.6000
20221226|Store4|Apple MacBook Air|3|7286.4000
20221218|Store3|Apple MacBook Air|1|2428.8000
20221226|Store3|Apple MacBook Air|2|4857.6000
20221205|Store6|Apple MacBook Air|1|2428.8000
20221226|Store1|Apple MacBook Air|1|2428.8000
20221205|Store1|Apple MacBook Air|1|1934.3000
20221223|Store1|Apple MacBook Air|-1|-1934.3000
20221211|Store6|Apple MacBook Air|1|2428.8000
20221226|Store6|Apple MacBook Air|1|2428.8000
20221201|Store1|Apple MacBook Air|1|2428.8000
20221214|Store1|Apple MacBook Air|1|2428.8000
20221201|Store7|Apple MacBook Air|1|1934.3000
20221215|Store7|Apple MacBook Air|1|1934.3000
20221218|Store7|Apple MacBook Air|1|1934.3000
20221219|Store7|Apple MacBook Air|2|3868.6000
20221204|Store2|Apple MacBook Air|1|1934.3000
20221208|Store2|Apple MacBook Air|2|3868.6000
20221210|Store2|Apple MacBook Air|-1|-1934.3000
20221213|Store2|Apple MacBook Air|1|1934.3000
20221216|Store2|Apple MacBook Air|4|7737.2000
20221218|Store2|Apple MacBook Air|1|1934.3000
20221204|Store3|Apple MacBook Air|1|1934.3000
20221210|Store3|Apple MacBook Air|1|1934.3000
20221211|Store3|Apple MacBook Air|1|1934.3000
20221212|Store3|Apple MacBook Air|2|3868.6000
20221215|Store3|Apple MacBook Air|1|1934.3000
20221217|Store3|Apple MacBook Air|1|1934.3000
20221219|Store3|Apple MacBook Air|1|1934.3000
20221210|Store6|Apple MacBook Air|1|1934.3000
20221217|Store6|Apple MacBook Air|1|1934.3000
20221221|Store6|Apple MacBook Air|1|1934.3000
20221223|Store6|Apple MacBook Air|2|3868.6000
20221224|Store6|Apple MacBook Air|3|5802.9000
20221221|Store1|Apple MacBook Air|2|3868.6000
20221222|Store1|Apple MacBook Air|1|1934.3000
20221226|Store1|Apple MacBook Air|2|3868.6000
20221204|Store7|Apple MacBook Air|1|2428.8000
20221222|Store7|Apple MacBook Air|1|2428.8000
20221205|Store2|Apple MacBook Air|1|2428.8000
20221224|Store2|Apple MacBook Air|1|2428.8000
20221226|Store2|Apple MacBook Air|1|2428.8000
20221209|Store4|Apple MacBook Air|1|2428.8000
20221210|Store4|Apple MacBook Air|1|2428.8000
20221213|Store4|Apple MacBook Air|1|2428.8000
20221216|Store4|Apple MacBook Air|-1|-2428.8000
20221217|Store4|Apple MacBook Air|1|2428.8000
20221226|Store4|Apple MacBook Air|2|4857.6000
20221211|Store5|Apple iPad 9|2|1568.1402
20221221|Store5|Apple iPad 9|1|784.0701
20221222|Store5|Apple iPad 9|1|784.0701
20221217|Store4|Apple iPad 9|1|784.0701
20221220|Store4|Apple iPad 9|1|784.0701
20221222|Store3|Apple iPad 9|2|1568.1402
20221226|Store6|Apple iPad 9|1|784.0701
20221201|Store3|Apple iPad 9|1|802.8816
20221216|Store3|Apple iPad 9|1|808.8737
20221219|Store6|Apple iPad 9|1|808.8737
20221227|Store5|Apple iPad 9|1|1069.9878
